,song,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
6495,Private Dancer - 1997 Remastered Version,Tina Turner,spotify:track:6gAStUYQpw0n5FLLegvxkx,0.582,0.599,-9.663,0.044,0.279,0.0104,0.0869,0.488,115.403
6496,"Apparently Nothin' - 12"" Version",Various Artists,spotify:track:5X7zx2lqWa1WZfoLjOkajA,0.874,0.52,-10.858,0.0959,0.0358,6.98e-06,0.075,0.768,102.936
6497,If You Wanna,The Vaccines,spotify:track:0KNVDEeZWXZPIYKqJeRRpX,0.352,0.866,-3.274,0.0392,3.03e-05,2.92e-05,0.295,0.544,165.209
6498,I THINK,"Tyler, The Creator",spotify:track:4f8Mh5wuWHOsfXtzjrJB3t,0.826,0.579,-8.241,0.0801,0.00881,0.0,0.129,0.431,121.075
6499,"Sugar, We're Goin Down",Fall Out Boy,spotify:track:2TfSHkHiFO4gRztVIkggkE,0.494,0.842,-4.784,0.0843,0.00579,0.0,0.122,0.574,162.011
6500,Dreams,The Cranberries,spotify:track:0md12GKBGH8ZuLG2fTfGUz,0.551,0.643,-13.091,0.0353,0.00313,0.00385,0.421,0.514,128.661
6501,Survivalism,Nine Inch Nails,spotify:track:3upmgR8Zx1KDhex40JAEdH,0.618,0.675,-5.723,0.0679,0.000892,0.216,0.133,0.354,129.983
6502,I don't care as long as you sing,Beatsteaks,spotify:track:4o85qXIRUdCcO2pH31eWM7,0.531,0.816,-5.657,0.028,6.58e-05,0.000119,0.151,0.72,128.874
6503,Dirrty,Christina Aguilera,spotify:track:4x1LFfoHJFGzlIQ9xGqpNt,0.654,0.892,-3.09,0.323,0.11,0.0,0.347,0.379,100.059
6504,Ain't it Funny,Danny Brown,spotify:track:7ItFoQDmQIh3MAPsxiP6Vt,0.483,0.841,-5.115,0.0964,0.0108,2.71e-06,0.382,0.204,114.382
6505,Chill Out Tent,The Hold Steady,spotify:track:6gZNGsBoJUiAoFKYA3PK9L,0.523,0.788,-5.006,0.0445,0.0626,0.000101,0.34,0.775,118.918
6506,Need a Little Time,Courtney Barnett,spotify:track:5rK5WGkjMFWK2ZFiLouvAk,0.539,0.642,-5.726,0.0314,0.0164,0.00319,0.131,0.273,101.957
6507,You Won't See Me - Remastered,The Beatles,spotify:track:3QbhVaulXxTyuAxHY3Pa5N,0.488,0.539,-8.752,0.0304,0.136,0.0,0.0538,0.473,115.941
6508,Wait and Bleed,Slipknot,spotify:track:2gscB6kDOmrv1P6qs2KXE3,0.382,0.996,-4.119,0.104,0.00208,0.0,0.417,0.327,93.345
6509,I Walked,Sufjan Stevens,spotify:track:0U1koNRvjdktBDWH9NevSu,0.59,0.452,-12.879,0.0634,0.677,0.111,0.502,0.726,129.95
6510,She's Strange - Single Version,Cameo,spotify:track:2nzbhfiwfIN06SXsEY3YAe,0.818,0.697,-8.235,0.092,0.312,0.00497,0.0885,0.85,108.959
6511,Aline,Christophe,spotify:track:4wzDjfSyQ2MeKdTMnh5VJO,0.272,0.759,-3.464,0.0345,0.452,3.8e-05,0.386,0.453,178.966
6512,Devil's Pie,D'Angelo,spotify:track:3dOzhSPnBrRIcPyDUAqQYd,0.916,0.455,-8.446,0.23,0.00306,0.000742,0.714,0.562,92.097
6513,That Old Black Magic,Glenn Miller,spotify:track:4em2z90j03Mihti81LCsaM,0.262,0.141,-14.909,0.0319,0.992,0.00365,0.113,0.125,82.102
6514,"The Trolley Song - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,spotify:track:5lNY0JQuEFdlOk6rcyOe7I,0.566,0.432,-10.481,0.0517,0.772,0.0,0.431,0.675,144.231
6515,La solitude,Barbara,spotify:track:4SOWXvd3hcSMGlFHFhS4yn,0.512,0.215,-8.379,0.0433,0.867,0.0,0.157,0.335,130.734
6516,Canal Street Blues,King Oliver's Creole Jazz Band,spotify:track:7zVfJZisk57hyK30lse43c,0.474,0.337,-14.019,0.156,0.996,0.916,0.116,0.73,180.064
6517,Don't You Know?,Various Artists,spotify:track:3yIBU17cLkuB8tKMymOLvX,0.149,0.367,-13.011,0.0347,0.799,0.0,0.0996,0.374,170.558
6518,Love Spreads,The Stone Roses,spotify:track:6u2ZYa2wo35pR5yJ27je7C,0.44,0.878,-7.837,0.0427,0.00366,0.00125,0.353,0.544,91.968
6519,Awaiting On You All,George Harrison,spotify:track:1jXGbpouHnrSzVzRIYrdhy,0.238,0.884,-6.425,0.05,0.0365,0.0,0.141,0.881,180.017
6520,Come On! Feel the Illinoise! Part I: The World's Columbian Exposition Part II: Carl Sandburg Visits Me In A Dream,Sufjan Stevens,spotify:track:6oNs211OtOGzyZ2fvnMPHS,0.43,0.457,-8.495,0.0332,0.518,0.0868,0.123,0.709,109.875
6521,Blue Lights,Jorja Smith,spotify:track:4jpBAzEAWq9GVyELGtkKAx,0.584,0.647,-5.464,0.207,0.686,0.0,0.106,0.341,91.765
6522,Slow Poke,Pee Wee King,spotify:track:0PpfvDsFqkQnFoITftmNQI,0.739,0.29,-4.826,0.0732,0.779,0.0,0.0926,0.807,133.776
6523,Jessica,Adam Green,spotify:track:1URxQ9qdrB4mEy87kqFnyE,0.427,0.502,-8.118,0.0333,0.332,1.69e-06,0.0987,0.327,91.873
6524,Hey DJ,Worlds Famous Supreme Team,spotify:track:7tW7kmX6o8avIUxN8yBUEo,0.786,0.963,-2.84,0.127,0.207,0.0012,0.169,0.897,94.63
6525,Nothing From Nothing,Billy Preston,spotify:track:560rREKGHgFwL4IbiLzLuv,0.81,0.827,-4.093,0.029,0.59,0.0142,0.198,0.919,102.816
6526,Sleepy Lagoon,Various Artists,spotify:track:56VNx9ZYaxjiETXRw6y6bs,0.173,0.17,-16.039,0.0356,0.987,0.887,0.128,0.187,85.179
6527,Picasso,Coleman Hawkins,spotify:track:705FgovGrcoTECWY4K56tx,0.48,0.0835,-14.329,0.104,0.973,0.649,0.221,0.815,79.133
6528,Sunrise Serenade,Glen Gray,spotify:track:6Vh7p9DG4qJhuqzQ9H2LID,0.484,0.187,-10.642,0.0288,0.848,0.529,0.199,0.41,95.189
6529,Gunga Din,The Libertines,spotify:track:4ZKpkrUIhTWxCraNpl1FzU,0.596,0.727,-5.763,0.0405,0.00481,3.28e-05,0.0554,0.678,135.091
6530,Road Rage - 2012 Collection Remaster,Various Artists,spotify:track:6Qxz7INI08AxMskmVChGbU,0.489,0.657,-4.522,0.0291,0.0197,0.000795,0.419,0.468,92.33
6531,Loneliness - La solitudine English Version,Laura Pausini,spotify:track:7I1mBsZNd3wjSxBgs5eJBg,0.539,0.354,-12.128,0.0309,0.666,0.0,0.0816,0.133,131.273
6532,Show Biz Kids,Steely Dan,spotify:track:2L1jMg2UvtH4xNapqNMc5R,0.731,0.683,-10.167,0.0369,0.251,1.02e-06,0.0471,0.967,119.493
6533,BORN FREE,M.I.A.,spotify:track:0w9bDd1FaBpYFXlILpWe3P,0.396,0.895,-1.753,0.0704,0.032,0.0125,0.165,0.182,96.176
6534,Multiply,Jamie Lidell,spotify:track:1EZtB75i7g87yZzJucQKOq,0.832,0.593,-6.014,0.0916,0.148,0.0,0.276,0.729,111.075
6535,Tattva,Kula Shaker,spotify:track:0rJA9FjhUTPywOUd0rlb1i,0.352,0.763,-7.481,0.0339,0.0608,8.56e-06,0.249,0.291,98.069
6536,Georgia.....Bush,Lil Wayne,spotify:track:17GeGcmYQdNSpyiehJGiqd,0.511,0.716,-9.509,0.726,0.198,0.0,0.265,0.61,173.749
6537,Sleep to Dream,Fiona Apple,spotify:track:51HiIbv8gO0HvwpmAxXAFe,0.725,0.575,-9.769,0.0511,0.0301,4.84e-05,0.136,0.757,144.157
6538,Behind The Wheel,Depeche Mode,spotify:track:3FpcRPsHXmKyDEJl9P1PsZ,0.62,0.638,-15.541,0.0361,0.0442,0.854,0.273,0.662,125.08
6539,I Just Wanna Love U (Give It 2 Me),JAY-Z,spotify:track:2luOf21AqsHNdxRJBrx1d0,0.771,0.927,-5.511,0.235,0.304,9.01e-06,0.0353,0.79,98.459
6540,Wisdom to the Wise (Red 2) - A. Mochi Re-Edit,Dave Clarke,spotify:track:1tW68U1oqQbR03554n3Gb8,0.647,0.833,-7.055,0.0321,1.21e-05,0.896,0.0818,0.18,128.004
6541,Optimistic,Radiohead,spotify:track:0Vl7qwKGWX5WLhznpC4hRu,0.403,0.757,-9.931,0.0371,0.0496,0.848,0.305,0.573,157.957
6542,Rufus Is A Tit Man,Loudon Wainwright III,spotify:track:7ELRQhh1oVMPQCPUiUqrvH,0.546,0.533,-12.258,0.0845,0.86,6.97e-06,0.926,0.617,83.883
6543,Big Love,Fleetwood Mac,spotify:track:1cWilR7SC3qyfl6emCvYf0,0.639,0.757,-12.351,0.0496,0.00559,0.0509,0.134,0.643,125.209
6544,Young Girl,Gary Puckett & The Union Gap,spotify:track:3F64pIPqvcujnwvcVLVZ64,0.408,0.544,-8.277,0.0333,0.653,0.0,0.512,0.446,119.112
6545,Want You Back,HAIM,spotify:track:2wXhdaTnmkkFSOidKfnOxA,0.635,0.853,-3.926,0.048,0.121,0.0,0.371,0.372,112.964
6546,Farmer In The City,Scott Walker,spotify:track:5FqHD2EzklkD1DadhgxB5a,0.225,0.177,-14.423,0.0446,0.927,0.0325,0.0798,0.102,76.511
6547,Hand in My Pocket,Alanis Morissette,spotify:track:3ArPxT1Wt0Yse6kBeCqGFe,0.656,0.588,-9.836,0.0247,0.0625,0.0017,0.0966,0.705,92.276
6548,The Symphony,Various Artists,spotify:track:0YF8nmOpGYqzgCEkKNJp6m,0.866,0.681,-6.291,0.246,0.00608,0.0,0.294,0.385,94.689
6549,Personality,Various Artists,spotify:track:6WS5WiwzctmnI8YN9W3ND8,0.435,0.701,-3.096,0.029,0.278,0.0,0.253,0.851,64.524
6550,The Sensual World,Kate Bush,spotify:track:7EovLg8qd6it8b2eM380o3,0.552,0.554,-14.569,0.0324,0.201,0.0855,0.377,0.774,135.712
6551,Castles Made of Sand,Jimi Hendrix,spotify:track:3qebSLgUwaEqbwCM5sj5Kh,0.461,0.714,-9.159,0.313,0.504,0.0171,0.684,0.454,94.372
6552,Comme Ils Disent,Charles Aznavour,spotify:track:422kCwhe9nDgNDcYHdmsEl,0.26,0.331,-13.934,0.0324,0.653,0.0,0.191,0.431,85.963
6553,Keep Yourself Alive - Remastered 2011,Queen,spotify:track:3sEoqiXNA1sjcY42cZKm6M,0.442,0.736,-9.546,0.0744,0.257,7.31e-05,0.157,0.597,134.21
6554,Playing With Knives [Quadrant Mix},Bizarre Inc,spotify:track:3ToxQ1h56CW3lA2zcGtODh,0.733,0.719,-7.72,0.0618,0.000229,0.547,0.0894,0.753,130.029
6555,Just Because,Jane's Addiction,spotify:track:3k6L0H08zSY5yRDgqI8fqx,0.369,0.996,-1.531,0.0931,3.83e-05,0.14,0.249,0.209,98.162
6556,Before the Next Teardrop Falls,Freddy Fender,spotify:track:3awuorsQsio2PUOvzq3hpd,0.799,0.345,-11.52,0.0276,0.748,2.39e-05,0.169,0.776,90.417
6557,Stay Useless,Cloud Nothings,spotify:track:34PLpJWhWw4IFFAd2PWgo5,0.226,0.926,-5.749,0.0817,0.00589,2.5e-05,0.296,0.59,168.713
6558,Please Don't Go,KC & The Sunshine Band,spotify:track:2xnsekcenMGafQ2hjEaIeg,0.445,0.75,-7.159,0.035,0.00805,0.0,0.0358,0.466,95.957
6559,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator",spotify:track:4bEcoz1OcfMgUbp2ft8ieQ,0.48,0.61,-7.042,0.305,0.0456,0.0,0.313,0.297,90.034
6560,That Don't Impress Me Much,Shania Twain,spotify:track:1bvsVJDGG7bXsvGKfwM3yV,0.738,0.87,-4.828,0.0508,0.154,0.0,0.172,0.966,124.997
6561,Fountain of Sorrow,Jackson Browne,spotify:track:2DDS5Rc6eYwCHxHIwg0Ewd,0.638,0.506,-9.868,0.0333,0.58,2.2e-05,0.0947,0.408,126.414
6562,Teenage FBI,Guided By Voices,spotify:track:5TyMv9R9sjqz1gYm9sno46,0.591,0.884,-5.007,0.0343,0.000503,0.000123,0.149,0.328,124.528
6563,Three Lions,"Baddiel, Skinner & Lightning Seeds",spotify:track:0Ai6qtPfiEYGCqBGJYWD1W,0.55,0.699,-8.793,0.0295,0.0804,0.0,0.346,0.648,126.306
6564,Are You Ready? - Single Version,Various Artists,spotify:track:63efsmQuATznBX8OeiBiZp,0.578,0.762,-8.962,0.0759,0.0042,4.53e-06,0.135,0.848,136.611
6565,I'm a Flirt Remix (feat. T.I. & T-Pain),R. Kelly,spotify:track:6w1DBbA8akxHPiBQ6nAyJq,0.835,0.571,-4.771,0.102,0.0716,0.0,0.0604,0.902,138.038
6566,Fake Palindromes,Andrew Bird,spotify:track:3clhWrp0PBw7SjN3YFwd1x,0.469,0.642,-6.392,0.0572,0.328,0.000556,0.312,0.328,144.444
6567,Nos Siguen Pegando Abajo,Charly García,spotify:track:6ssQWlLTRrPj3FQpiko9JB,0.633,0.787,-13.199,0.0453,0.0174,0.284,0.0406,0.923,152.351
6568,She's So High - 2012 Remaster,Blur,spotify:track:7lLtUEHB8WbrlwFrot8zG5,0.459,0.859,-6.983,0.0271,0.00078,0.00033,0.226,0.673,94.504
6569,Acceptable in the 80s,Calvin Harris,spotify:track:18oVhm9pmWRU4tehf4j2kz,0.791,0.803,-5.423,0.051,0.0138,0.283,0.0424,0.933,127.988
6570,One Sweet Day,Mariah Carey,spotify:track:7ySbfLwdCwl1EM0zNCJZ38,0.568,0.495,-8.964,0.0299,0.353,0.0,0.0839,0.303,128.234
6571,Cheap Thrills (feat. Sean Paul),Sia,spotify:track:6b3b7lILUJqXcp6w9wNQSm,0.592,0.8,-4.931,0.215,0.0561,2.01e-06,0.0775,0.728,89.972
6572,Down On Me,Big Brother & The Holding Company,spotify:track:42TKLlMFDXauhLzj7zOPUx,0.597,0.582,-9.424,0.0498,0.255,0.0168,0.137,0.795,141.15
6573,We Want War,These New Puritans,spotify:track:5zfgNAk6LLl46JYCVXb7d9,0.622,0.591,-8.32,0.0427,0.0465,0.642,0.138,0.169,99.958
6574,Harlem,Bill Withers,spotify:track:6JumfGk4f9E5KLT086I75s,0.768,0.497,-9.211,0.0429,0.0928,0.0,0.157,0.778,113.845
6575,Cat People (Putting out Fire) - 1999 Remaster,David Bowie,spotify:track:2uki1VRt9gZs2za2VUoBIC,0.536,0.836,-8.026,0.0401,0.00358,0.13,0.106,0.818,128.41
6576,"Point of No Return - 7"" Version",Exposé,spotify:track:4AMJpEnPy0sm65vT4KPZbc,0.596,0.829,-10.112,0.0418,0.00903,0.00183,0.0698,0.802,120.202
6577,Devil Gate Drive,Suzi Quatro,spotify:track:07FstsnuxIVNaVam0A1L2r,0.568,0.94,-6.089,0.203,0.0251,3.77e-05,0.177,0.35,135.541
6578,Don't Let The Sun Go Down On Me,Elton John,spotify:track:6YFbJW9ieQHClBf9nFnAd2,0.424,0.446,-8.526,0.0261,0.121,1.89e-06,0.0921,0.354,139.701
6579,Over There,Various Artists,spotify:track:3WjIXJTIUunhdvW4HhkAVW,0.803,0.193,-13.837,0.142,0.995,0.000835,0.133,0.329,131.122
6580,Funky Worm,Ohio Players,spotify:track:3X9MydsGl2B8LbY8rpANJT,0.681,0.651,-9.786,0.0751,0.0939,0.00037,0.0535,0.96,86.604
6581,Oh My Sweet Carolina,Ryan Adams,spotify:track:2Zcr8xMMZyNT5wMsj3SWmw,0.487,0.128,-14.654,0.0368,0.487,2.74e-06,0.108,0.306,132.2
6582,Silver Lining,Rilo Kiley,spotify:track:0ieqq1wbtso2UjJWPqJ5Xc,0.709,0.53,-4.985,0.0288,0.289,4.54e-05,0.0929,0.692,117.11
6583,Kassie Jones,Furry Lewis,spotify:track:6KJL3UravIr3AtqL0b21dF,0.545,0.169,-18.319,0.034,0.991,0.000639,0.162,0.638,103.905
6584,Original Sin,INXS,spotify:track:1jM23jASF0JrhgqYhqCZfl,0.685,0.633,-7.259,0.0377,0.0136,0.000106,0.0935,0.731,131.397
6585,In the Morning,The Coral,spotify:track:78Q8isc4lbBeVls3ngDEW2,0.644,0.777,-6.165,0.0284,0.0252,0.0,0.0554,0.966,126.257
6586,Go on Girl - Remix,Roxanne Shante,spotify:track:3a1vooOy2GxT0i6LaNH8ZW,0.74,0.788,-11.115,0.086,0.00395,0.203,0.687,0.555,123.492
6587,Since You Been Gone,Various Artists,spotify:track:0kYIsBXBR8bg8JN6xuqIDK,0.725,0.68,-7.585,0.037,0.362,4e-06,0.559,0.934,120.875
6588,A Rose Is Still a Rose,Aretha Franklin,spotify:track:3pi27Gt4NetgWmEMFOCjBQ,0.631,0.793,-7.551,0.251,0.212,0.0,0.0441,0.826,175.814
6589,Woman,Neneh Cherry,spotify:track:1eOCyaSRBdFGofbLYjgGM2,0.542,0.54,-8.888,0.0261,0.0901,0.0346,0.198,0.33,136.022
6590,Walk,Foo Fighters,spotify:track:76Je5Wklky23mVoxiRszcN,0.234,0.865,-5.131,0.0516,3.62e-05,0.000532,0.289,0.194,137.107
6591,Consolation Prizes,Phoenix,spotify:track:5yakRZmZ20eaZ1J4nDgQhN,0.706,0.606,-5.362,0.0386,0.000725,0.000358,0.107,0.897,102.0
6592,Y Control,Yeah Yeah Yeahs,spotify:track:69zg9x0yFIa4TRzRsroCav,0.445,0.962,-4.679,0.131,0.00351,0.0142,0.403,0.0756,132.01
6593,We're Desperate,X,spotify:track:7L4KqEGVZ47pRG8JyWy9j0,0.642,0.784,-6.593,0.0925,0.0126,4.58e-05,0.124,0.601,132.939
6594,Maria,Blondie,spotify:track:5ZSWDgfmItm1tFLDifE3H4,0.539,0.814,-5.647,0.0588,0.0236,0.00202,0.0772,0.785,159.681
6595,(I've Had) The Time of My Life,Various Artists,spotify:track:5UqqOfFa9DYXALpCCF8VwB,0.697,0.665,-12.907,0.0412,0.0476,0.00665,0.0796,0.485,108.535
6596,Let's Dance to Joy Division,The Wombats,spotify:track:7v9Ne4758aGFfFc5avh89h,0.397,0.839,-6.674,0.102,0.00125,0.0,0.576,0.764,116.947
6597,Wild Weekend,The Rockin' Rebels,spotify:track:1aPdVWDcTG2Qn0ziCoHkaG,0.568,0.81,-5.658,0.0581,0.609,0.554,0.117,0.642,124.953
6598,Come and Get Your Love - Single Version,Redbone,spotify:track:7GVUmCP00eSsqc4tzj1sDD,0.731,0.804,-7.621,0.0473,0.172,0.00028,0.0685,0.957,107.383
6599,La chispa adecuada (Bendecida 3),Heroes Del Silencio,spotify:track:3U5MKWXrn7pcTyNgCqn3F9,0.647,0.402,-9.14,0.0282,0.508,0.0,0.107,0.237,113.27
6600,Peaches,The Presidents Of The United States Of America,spotify:track:3VEFybccRTeWSZRkJxDuNR,0.417,0.849,-4.199,0.0481,0.0146,0.000387,0.0673,0.594,94.267
6601,"What Is Love - 7"" Mix",Haddaway,spotify:track:2IHaGyfxNoFPLJnaEg4GTs,0.683,0.772,-7.907,0.0311,0.0222,0.0149,0.203,0.737,123.871
6602,Ghost Town,Kanye West,spotify:track:7vgTNTaEz3CsBZ1N4YQalM,0.573,0.545,-4.247,0.0288,0.0969,0.0,0.329,0.297,83.378
6603,I Knew You Were Trouble,Taylor Swift,spotify:track:6RjKVXi31fui9m4dbiGRrL,0.499,0.467,-6.744,0.0461,0.00593,1.65e-06,0.0361,0.637,76.76
6604,Finally,Various Artists,spotify:track:2WpCr1ls4bjL54NAcN5DAA,0.761,0.718,-10.279,0.0366,0.00459,5.95e-06,0.0333,0.876,120.12
6605,Shake It Up,The Cars,spotify:track:5OWokvF4QOqMDQ8ByQsm6V,0.692,0.74,-7.466,0.0329,0.0723,8.83e-05,0.136,0.864,147.274
6606,Johnny Too Bad,Jimmy Cliff,spotify:track:631Lp7kv8Ku7rQJ8tfvvuz,0.764,0.606,-8.754,0.155,0.107,0.179,0.267,0.717,165.797
6607,Separate Ways (Worlds Apart),Journey,spotify:track:4ECNtOnqzxutZkXP4TE3n3,0.451,0.962,-3.947,0.0734,0.0188,3.17e-06,0.277,0.377,131.435
6608,Hot Thoughts,Spoon,spotify:track:70x1x9NbSJJXkrgvIyyAVX,0.679,0.902,-3.627,0.0303,0.0484,0.155,0.645,0.493,108.995
6609,Rock El Casbah,Rachid Taha,spotify:track:6UfIXMfbzUC2PFQkcpR78z,0.693,0.958,-3.941,0.06,0.0736,0.000219,0.115,0.682,134.839
6610,3 Wheel-ups (feat. Wiley & Giggs),Kano,spotify:track:5If9mEuLBP0y46rvN6ca98,0.545,0.904,-5.201,0.34,0.00298,0.00117,0.0679,0.674,139.871
6611,Be My Baby,Vanessa Paradis,spotify:track:4BuS4mWBsaVyBpOaoFEWfZ,0.731,0.683,-8.045,0.0294,0.447,4.67e-06,0.117,0.963,129.062
6612,Fuck Wit Dre Day (And Everybody's Celebratin'),Dr. Dre,spotify:track:04fX3oTJm5Zucg3Uf9aix0,0.75,0.706,-7.461,0.156,0.088,0.0,0.535,0.59,93.603
6613,Dreamlover,Mariah Carey,spotify:track:4lNtdAGM7ul4RnCdlHlp09,0.698,0.707,-6.189,0.0354,0.183,0.0,0.19,0.75,100.664
6614,Waitress,Hop Along,spotify:track:4cVluxrIFQb32KWanHqYDF,0.466,0.835,-6.532,0.0537,0.0126,0.000199,0.0941,0.497,120.657
6615,Spin Spin Sugar,Sneaker Pimps,spotify:track:7KUyxxJhMjUSTClYQjn2tP,0.573,0.897,-5.566,0.0437,0.000272,0.000554,0.261,0.222,128.9
6616,Wonderwall,Ryan Adams,spotify:track:7m2VsHmjyXZegtndWPgxOw,0.321,0.22,-12.608,0.0352,0.828,0.00398,0.0873,0.301,157.04
6617,Big Decision,That Petrol Emotion,spotify:track:3ahlUTWFIMiqGFvXNniNcv,0.645,0.919,-9.739,0.0297,0.278,0.0022,0.795,0.967,107.407
6618,Root Down,Beastie Boys,spotify:track:0WSACHMWrAjVkC3xW4J7Mv,0.83,0.907,-8.262,0.0861,0.322,3.3e-06,0.405,0.906,100.035
6619,Blockbuster Night Part 1,Run The Jewels,spotify:track:2KxIMZDazuXN3yvPC6Kqwn,0.642,0.523,-7.999,0.36,0.0312,1.97e-06,0.0568,0.394,76.326
6620,Paradise,Coldplay,spotify:track:6nek1Nin9q48AVZcWs9e9D,0.449,0.585,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631
6621,Forerunner Foray,Shabazz Palaces,spotify:track:6oTYX8Lbk6OHv5UGgw8w6H,0.413,0.603,-10.719,0.246,0.131,0.00487,0.126,0.303,77.016
6622,Life Has Its Little Ups And Downs,Charlie Rich,spotify:track:0wmk0GFmNaox46CP2h5CGR,0.4,0.326,-12.059,0.0314,0.596,0.0,0.116,0.211,69.55
6623,New York City Serenade,Bruce Springsteen,spotify:track:3FYbqh8NmoLC8c1mMJ05mM,0.316,0.488,-10.375,0.0373,0.103,0.0227,0.4,0.333,96.712
6624,Où va le monde,La Femme,spotify:track:6M2ZYgZ2cdu5oCHGI8wamV,0.455,0.836,-6.536,0.0435,0.497,0.000522,0.296,0.555,151.978
6625,The Loved One,The Dish,spotify:track:4DkpdnmWsRwudhs538yk2S,0.513,0.634,-8.024,0.0278,0.74,0.0127,0.207,0.707,101.014
6626,Winter Lady,Leonard Cohen,spotify:track:3rlqZ9bJWifciMFzpxRG2t,0.411,0.112,-19.773,0.0415,0.96,0.0242,0.124,0.207,136.908
6627,Changing of the Guards,Bob Dylan,spotify:track:2vVpjZxlSiqR5wr2YeZPB2,0.607,0.717,-10.603,0.0371,0.17,4.55e-06,0.032,0.821,124.576
6628,Drop the Preassure,Various Artists,spotify:track:0OXfzIElvhS4gcC8g2B38P,0.81,0.589,-7.364,0.0648,0.0335,0.771,0.114,0.482,129.005
6629,My Friends,Red Hot Chili Peppers,spotify:track:6HksxcBzMVdT17aq1Q79Xe,0.439,0.709,-3.545,0.026,0.00565,0.00152,0.131,0.319,81.331
6630,Signs,Five Man Electrical Band,spotify:track:5KWXi2eCYsC6ofIILjvG4V,0.446,0.731,-10.302,0.0519,0.243,0.0,0.0935,0.723,153.672
6631,All Your Love (I Miss Loving),Otis Rush,spotify:track:46UVOp5pnAasev0rak9ta7,0.469,0.767,-5.952,0.0539,0.818,0.00261,0.23,0.646,127.842
6632,Relaxing at Camarillo,Charlie Parker,spotify:track:35lODDsOfynQhfNX4rRjxT,0.674,0.318,-16.321,0.0426,0.989,0.882,0.132,0.853,108.342
6633,Sailing - 2008 Remaster,Rod Stewart,spotify:track:2krjNGN2eoPy3cfJLtdZMV,0.434,0.315,-13.761,0.03,0.325,0.137,0.131,0.196,128.779
6634,Heart of the Sunrise - 2003 Remaster,Yes,spotify:track:7gC6Rbllqf1yXNC02e5jz2,0.362,0.507,-11.229,0.0394,0.0174,0.216,0.113,0.456,146.641
6635,Canary Yellow,Deafheaven,spotify:track:4hNAvUCdwOdsnuiHayERXQ,0.275,0.973,-5.027,0.0511,3.66e-05,0.913,0.259,0.224,92.551
6636,All Night,Beyoncé,spotify:track:7oAuqs6akGnPU3Tb00ZmyM,0.574,0.573,-7.079,0.085,0.392,2.16e-05,0.0933,0.626,136.304
6637,Our Velocity,Maximo Park,spotify:track:1yG1OpMiV8WtDeOYEBvNW8,0.535,0.92,-4.39,0.0535,0.031,1.43e-05,0.0493,0.587,95.987
6638,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,spotify:track:7ycWLEP1GsNjVvcjawXz3z,0.854,0.569,-8.151,0.106,0.0609,0.0816,0.1,0.294,80.015
6639,The Big Country - 2005 Remaster,Talking Heads,spotify:track:58H8cdc1FUU1GTHjkpqkI1,0.71,0.558,-8.148,0.0307,0.166,0.00121,0.237,0.834,111.152
6640,Sailing,Christopher Cross,spotify:track:6Hu6dzwlvoyg3zBUC8k4BK,0.469,0.382,-13.203,0.0374,0.364,0.00025,0.36,0.178,149.994
6641,Can You Party?,Various Artists,spotify:track:2GH8f03eJJeXPkATwrbvA8,0.759,0.951,-2.601,0.214,0.0347,0.000641,0.42,0.909,123.293
6642,Young Turks - 2008 Remaster,Rod Stewart,spotify:track:28OaEH5Baa8RRloKvFGBWu,0.641,0.821,-8.783,0.0325,0.274,0.487,0.138,0.705,161.143
6643,Cheated Hearts,Yeah Yeah Yeahs,spotify:track:10PqqH5f9vRVmwhIB5KS7n,0.576,0.924,-5.707,0.0741,0.077,0.0356,0.104,0.187,136.591
6644,Wicked Games,The Weeknd,spotify:track:137wbDM4s2ugav7MKO45O9,0.409,0.579,-5.156,0.0387,0.0113,5.24e-06,0.368,0.316,111.426
6645,Moonlight Shadow - Remastered,Mike Oldfield,spotify:track:6kF7nHuvshv4O7all1J6Oj,0.622,0.702,-9.9,0.0269,0.262,1.27e-06,0.216,0.826,128.38
6646,Hippychick,Soho,spotify:track:6KnNSH6Os9TgxmOeRuSsme,0.735,0.758,-13.64,0.0534,0.098,0.00675,0.101,0.793,98.969
6647,An American Trilogy,Elvis Presley,spotify:track:4t2Js2hedKONaWagU5dUQr,0.185,0.143,-16.979,0.0332,0.726,0.284,0.517,0.127,79.986
6648,Since Yesterday,Strawberry Switchblade,spotify:track:62hs4u3fpdWG53XHLF1kOt,0.742,0.509,-10.081,0.0503,0.0434,0.00154,0.127,0.973,124.977
6649,"Bad, Bad Leroy Brown",Jim Croce,spotify:track:0CSTIMJyd7wiBneqnuuKN8,0.698,0.675,-10.742,0.04,0.708,0.0,0.0823,0.853,148.074
6650,Sweet And Dandy,Jimmy Cliff,spotify:track:5XnXPXTva7UaQyCWZWnIyZ,0.653,0.635,-6.714,0.134,0.232,0.0,0.306,0.781,156.219
6651,Love Is A Many-Splendored Thing,The Michael Sammes Singers,spotify:track:3C1mFkJRPmXbgn7gwUTq1O,0.32,0.252,-14.136,0.0363,0.825,0.0,0.356,0.273,123.056
